,id,sci_name,title,url,type,thumbnailSrc,thumbnailSrcset,Location,"Lat, Long",common_name_x,birds,common_name_y,usda_symbol,usda_link,use_cat,all_use_link,use_note,use_source,Plant_ID,Type,Common_Name,Native,Naturalized,CoC,Endemic,Persisting,Status_State,Status_US,nwpl_emp,nwpl_ncne,State_Rank,Global_Rank,Category,Habitat,Growth_Habit,Duration,Unnamed: 19,Unnamed: 20,Common Name,Central Park,Great Hill,Harlem Meer,North Meadow,Reservoir,Great Lawn,Met Museum,Conservatory Pond,Ramble and Strawberry Fields,The Mall,Sheep Meadow,Umpire Rock,Central Park Zoo
10,4492,corydalis lutea,Yellow Corydalis,https://www.centralparknyc.org/plants/yellow-corydalis,"May-August, Perennial",https://assets.centralparknyc.org/media/images/_424x318_crop_center-center_none/yellow_corydalis_m_l_2020-11-11-202716.jpg?mtime=20201111152716&focal=none&tmtime=20210419135204,"https://assets.centralparknyc.org/media/images/_424x318_crop_center-center_none/yellow_corydalis_m_l_2020-11-11-202716.jpg?mtime=20201111152716&focal=none&tmtime=20210419135204, https://assets.centralparknyc.org/media/images/_848x636_crop_center-center_none/yellow_corydalis_m_l_2020-11-11-202716.jpg?mtime=20201111152716&focal=none&tmtime=20210419135205 2x",Conservatory Garden,"40.794017697099534, -73.95244270674752",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,4497,helianthus divaricatus,Woodland Sunflower,https://www.centralparknyc.org/plants/woodland-sunflower,"August-September, Perennial",https://assets.centralparknyc.org/media/images/_424x318_crop_center-center_none/woodland-sunflower-l_2020-11-11-202717.jpg?mtime=20201111152717&focal=none&tmtime=20210419190952,"https://assets.centralparknyc.org/media/images/_424x318_crop_center-center_none/woodland-sunflower-l_2020-11-11-202717.jpg?mtime=20201111152717&focal=none&tmtime=20210419190952, https://assets.centralparknyc.org/media/images/_848x636_crop_center-center_none/woodland-sunflower-l_2020-11-11-202717.jpg?mtime=20201111152717&focal=none&tmtime=20210419190952 2x",The Ramble,"40.7780685848907, -73.9697120355825",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,4497,helianthus divaricatus,Woodland Sunflower,https://www.centralparknyc.org/plants/woodland-sunflower,"August-September, Perennial",https://assets.centralparknyc.org/media/images/_424x318_crop_center-center_none/woodland-sunflower-l_2020-11-11-202717.jpg?mtime=20201111152717&focal=none&tmtime=20210419190952,"https://assets.centralparknyc.org/media/images/_424x318_crop_center-center_none/woodland-sunflower-l_2020-11-11-202717.jpg?mtime=20201111152717&focal=none&tmtime=20210419190952, https://assets.centralparknyc.org/media/images/_848x636_crop_center-center_none/woodland-sunflower-l_2020-11-11-202717.jpg?mtime=20201111152717&focal=none&tmtime=20210419190952 2x",Reservoir,"40.785982505222414, -73.9639721037937",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,4505,hamamelis virginiana,Witch Hazel,https://www.centralparknyc.org/plants/witch-hazel,"October-November, Shrub",https://assets.centralparknyc.org/media/images/_424x318_crop_center-center_none/witch-hazel-l_2020-11-11-202719.jpg?mtime=20201111152719&focal=none&tmtime=20210419190951,"https://assets.centralparknyc.org/media/images/_424x318_crop_center-center_none/witch-hazel-l_2020-11-11-202719.jpg?mtime=20201111152719&focal=none&tmtime=20210419190951, https://assets.centralparknyc.org/media/images/_848x636_crop_center-center_none/witch-hazel-l_2020-11-11-202719.jpg?mtime=20201111152719&focal=none&tmtime=20210419190952 2x",Conservatory Garden,"40.794017697099534, -73.95244270674752",american witch-hazel,"Cardinals & Grosbeaks, Chickadees & Titmice, Crows & Jays, Finches, Mockingbirds & Thrashers, Nuthatches, Orioles, Sparrows, Thrushes, Vireos, Waxwings, Wood Warblers, Woodpeckers, Wrens",,,,,,,,1584.0,Accepted Name,witch hazel,Y,,7.0,N,Y,,,FACU,FACU,S5,G5,Vascular,An understory shrub in various dry-mesic to mesic hardwood forests.,"Tree, Shrub",Perennial,,,,,,,,,,,,,,,,
14,4505,hamamelis virginiana,Witch Hazel,https://www.centralparknyc.org/plants/witch-hazel,"October-November, Shrub",https://assets.centralparknyc.org/media/images/_424x318_crop_center-center_none/witch-hazel-l_2020-11-11-202719.jpg?mtime=20201111152719&focal=none&tmtime=20210419190951,"https://assets.centralparknyc.org/media/images/_424x318_crop_center-center_none/witch-hazel-l_2020-11-11-202719.jpg?mtime=20201111152719&focal=none&tmtime=20210419190951, https://assets.centralparknyc.org/media/images/_848x636_crop_center-center_none/witch-hazel-l_2020-11-11-202719.jpg?mtime=20201111152719&focal=none&tmtime=20210419190952 2x",Hallett Nature Sanctuary,"40.76681034065956, -73.97495456257255",american witch-hazel,"Cardinals & Grosbeaks, Chickadees & Titmice, Crows & Jays, Finches, Mockingbirds & Thrashers, Nuthatches, Orioles, Sparrows, Thrushes, Vireos, Waxwings, Wood Warblers, Woodpeckers, Wrens",,,,,,,,1584.0,Accepted Name,witch hazel,Y,,7.0,N,Y,,,FACU,FACU,S5,G5,Vascular,An understory shrub in various dry-mesic to mesic hardwood forests.,"Tree, Shrub",Perennial,,,,,,,,,,,,,,,,
15,4505,hamamelis virginiana,Witch Hazel,https://www.centralparknyc.org/plants/witch-hazel,"October-November, Shrub",https://assets.centralparknyc.org/media/images/_424x318_crop_center-center_none/witch-hazel-l_2020-11-11-202719.jpg?mtime=20201111152719&focal=none&tmtime=20210419190951,"https://assets.centralparknyc.org/media/images/_424x318_crop_center-center_none/witch-hazel-l_2020-11-11-202719.jpg?mtime=20201111152719&focal=none&tmtime=20210419190951, https://assets.centralparknyc.org/media/images/_848x636_crop_center-center_none/witch-hazel-l_2020-11-11-202719.jpg?mtime=20201111152719&focal=none&tmtime=20210419190952 2x",The Ramble,"40.7780685848907, -73.9697120355825",american witch-hazel,"Cardinals & Grosbeaks, Chickadees & Titmice, Crows & Jays, Finches, Mockingbirds & Thrashers, Nuthatches, Orioles, Sparrows, Thrushes, Vireos, Waxwings, Wood Warblers, Woodpeckers, Wrens",,,,,,,,1584.0,Accepted Name,witch hazel,Y,,7.0,N,Y,,,FACU,FACU,S5,G5,Vascular,An understory shrub in various dry-mesic to mesic hardwood forests.,"Tree, Shrub",Perennial,,,,,,,,,,,,,,,,
16,4505,hamamelis virginiana,Witch Hazel,https://www.centralparknyc.org/plants/witch-hazel,"October-November, Shrub",https://assets.centralparknyc.org/media/images/_424x318_crop_center-center_none/witch-hazel-l_2020-11-11-202719.jpg?mtime=20201111152719&focal=none&tmtime=20210419190951,"https://assets.centralparknyc.org/media/images/_424x318_crop_center-center_none/witch-hazel-l_2020-11-11-202719.jpg?mtime=20201111152719&focal=none&tmtime=20210419190951, https://assets.centralparknyc.org/media/images/_848x636_crop_center-center_none/witch-hazel-l_2020-11-11-202719.jpg?mtime=20201111152719&focal=none&tmtime=20210419190952 2x",North Woods,"40.7979450387412, -73.9561252067475",american witch-hazel,"Cardinals & Grosbeaks, Chickadees & Titmice, Crows & Jays, Finches, Mockingbirds & Thrashers, Nuthatches, Orioles, Sparrows, Thrushes, Vireos, Waxwings, Wood Warblers, Woodpeckers, Wrens",,,,,,,,1584.0,Accepted Name,witch hazel,Y,,7.0,N,Y,,,FACU,FACU,S5,G5,Vascular,An understory shrub in various dry-mesic to mesic hardwood forests.,"Tree, Shrub",Perennial,,,,,,,,,,,,,,,,
17,4510,asarum canadense,Wild Ginger,https://www.centralparknyc.org/plants/wild-ginger,"May-June, Perennial",https://assets.centralparknyc.org/media/images/_424x318_crop_center-center_none/wild-ginger_l_2020-11-11-202720.jpg?mtime=20201111152720&focal=none&tmtime=20210419135203,"https://assets.centralparknyc.org/media/images/_424x318_crop_center-center_none/wild-ginger_l_2020-11-11-202720.jpg?mtime=20201111152720&focal=none&tmtime=20210419135203, https://assets.centralparknyc.org/media/images/_848x636_crop_center-center_none/wild-ginger_l_2020-11-11-202720.jpg?mtime=20201111152720&focal=none&tmtime=20210419135204 2x",Hallett Nature Sanctuary,"40.76681034065956, -73.97495456257255",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,4510,asarum canadense,Wild Ginger,https://www.centralparknyc.org/plants/wild-ginger,"May-June, Perennial",,,The Ramble,"40.7780685848907, -73.9697120355825",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,4515,geranium maculatum,Wild Geranium,https://www.centralparknyc.org/plants/wild-geranium,"May-June, Perennial",https://assets.centralparknyc.org/media/images/_424x318_crop_center-center_none/wild-geranium_l_2020-11-11-202721.jpg?mtime=20201111152722&focal=none&tmtime=20210419135146,"https://assets.centralparknyc.org/media/images/_424x318_crop_center-center_none/wild-geranium_l_2020-11-11-202721.jpg?mtime=20201111152722&focal=none&tmtime=20210419135146, https://assets.centralparknyc.org/media/images/_848x636_crop_center-center_none/wild-geranium_l_2020-11-11-202721.jpg?mtime=20201111152722&focal=none&tmtime=20210419135146 2x",Hallett Nature Sanctuary,"40.76681034065956, -73.97495456257255",spotted crane's-bill,"Cardinals & Grosbeaks, Chickadees & Titmice, Crows & Jays, Finches, Mockingbirds & Thrashers, Nuthatches, Orioles, Sparrows, Thrushes, Vireos, Waxwings, Wood Warblers, Woodpeckers, Wrens",,,,,,,,1551.0,Accepted Name,wild geranium,Y,,6.0,N,Y,,,FACU,FACU,S5,G5,Vascular,"Edges of hardwood forests, open forests, successional forests, and occasionally on hummocks in seepy swamps. Does best on edges of forests in rocky dry-mesic rich soils.",Forb/herb,Perennial,,,,,,,,,,,,,,,,
20,4515,geranium maculatum,Wild Geranium,https://www.centralparknyc.org/plants/wild-geranium,"May-June, Perennial",https://assets.centralparknyc.org/media/images/_424x318_crop_center-center_none/wild-geranium_l_2020-11-11-202721.jpg?mtime=20201111152722&focal=none&tmtime=20210419135146,"https://assets.centralparknyc.org/media/images/_424x318_crop_center-center_none/wild-geranium_l_2020-11-11-202721.jpg?mtime=20201111152722&focal=none&tmtime=20210419135146, https://assets.centralparknyc.org/media/images/_848x636_crop_center-center_none/wild-geranium_l_2020-11-11-202721.jpg?mtime=20201111152722&focal=none&tmtime=20210419135146 2x",The Ramble,"40.7780685848907, -73.9697120355825",spotted crane's-bill,"Cardinals & Grosbeaks, Chickadees & Titmice, Crows & Jays, Finches, Mockingbirds & Thrashers, Nuthatches, Orioles, Sparrows, Thrushes, Vireos, Waxwings, Wood Warblers, Woodpeckers, Wrens",,,,,,,,1551.0,Accepted Name,wild geranium,Y,,6.0,N,Y,,,FACU,FACU,S5,G5,Vascular,"Edges of hardwood forests, open forests, successional forests, and occasionally on hummocks in seepy swamps. Does best on edges of forests in rocky dry-mesic rich soils.",Forb/herb,Perennial,,,,,,,,,,,,,,,,
21,4520,monarda fistulosa,Wild Bergamot,https://www.centralparknyc.org/plants/wild-bergamot,"May-August, Perennial",https://assets.centralparknyc.org/media/images/_424x318_crop_center-center_none/wild-bergamot_l_2020-11-11-202722.jpg?mtime=20201111152723&focal=none&tmtime=20210419135145,"https://assets.centralparknyc.org/media/images/_424x318_crop_center-center_none/wild-bergamot_l_2020-11-11-202722.jpg?mtime=20201111152723&focal=none&tmtime=20210419135145, https://assets.centralparknyc.org/media/images/_848x636_crop_center-center_none/wild-bergamot_l_2020-11-11-202722.jpg?mtime=20201111152723&focal=none&tmtime=20210419135145 2x",Hallett Nature Sanctuary,"40.76681034065956, -73.97495456257255",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,4520,monarda fistulosa,Wild Bergamot,https://www.centralparknyc.org/plants/wild-bergamot,"May-August, Perennial",https://assets.centralparknyc.org/media/images/_424x318_crop_center-center_none/wild-bergamot_l_2020-11-11-202722.jpg?mtime=20201111152723&focal=none&tmtime=20210419135145,"https://assets.centralparknyc.org/media/images/_424x318_crop_center-center_none/wild-bergamot_l_2020-11-11-202722.jpg?mtime=20201111152723&focal=none&tmtime=20210419135145, https://assets.centralparknyc.org/media/images/_848x636_crop_center-center_none/wild-bergamot_l_2020-11-11-202722.jpg?mtime=20201111152723&focal=none&tmtime=20210419135145 2x",North Woods,"40.7979450387412, -73.9561252067475",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,4525,eurybia divaricata,White Wood Aster,https://www.centralparknyc.org/plants/white-wood-aster,"August-September, Perennial",https://assets.centralparknyc.org/media/images/_424x318_crop_center-center_none/white-wood-aster_l_2020-11-11-202724.jpg?mtime=20201111152724&focal=none&tmtime=20210419190949,"https://assets.centralparknyc.org/media/images/_424x318_crop_center-center_none/white-wood-aster_l_2020-11-11-202724.jpg?mtime=20201111152724&focal=none&tmtime=20210419190949, https://assets.centralparknyc.org/media/images/_848x636_crop_center-center_none/white-wood-aster_l_2020-11-11-202724.jpg?mtime=20201111152724&focal=none&tmtime=20210419190949 2x",The Ramble,"40.7780685848907, -73.9697120355825",,,,,,,,,,507.0,Accepted Name,white wood aster,Y,,6.0,N,Y,,,,,S5,G5,Vascular,Dry-mesic to mesic deciduous to mixed coniferous-deciduous forests and woodlands. It does very well on the edges of these habitats. Also on trail and woods road margins. This species is sometimes the dominant herbaceous species in forested habitats although it is not an aggressive plant.,Forb/herb,Perennial,,,white wood aster,Highly likely,,High,High,,,,,,,,,
24,4525,eurybia divaricata,White Wood Aster,https://www.centralparknyc.org/plants/white-wood-aster,"August-September, Perennial",https://assets.centralparknyc.org/media/images/_424x318_crop_center-center_none/white-wood-aster_l_2020-11-11-202724.jpg?mtime=20201111152724&focal=none&tmtime=20210419190949,"https://assets.centralparknyc.org/media/images/_424x318_crop_center-center_none/white-wood-aster_l_2020-11-11-202724.jpg?mtime=20201111152724&focal=none&tmtime=20210419190949, https://assets.centralparknyc.org/media/images/_848x636_crop_center-center_none/white-wood-aster_l_2020-11-11-202724.jpg?mtime=20201111152724&focal=none&tmtime=20210419190949 2x",North Woods,"40.7979450387412, -73.9561252067475",,,,,,,,,,507.0,Accepted Name,white wood aster,Y,,6.0,N,Y,,,,,S5,G5,Vascular,Dry-mesic to mesic deciduous to mixed coniferous-deciduous forests and woodlands. It does very well on the edges of these habitats. Also on trail and woods road margins. This species is sometimes the dominant herbaceous species in forested habitats although it is not an aggressive plant.,Forb/herb,Perennial,,,white wood aster,Highly likely,,High,High,,,,,,,,,
25,4525,eurybia divaricata,White Wood Aster,https://www.centralparknyc.org/plants/white-wood-aster,"August-September, Perennial",https://assets.centralparknyc.org/media/images/_424x318_crop_center-center_none/white-wood-aster_l_2020-11-11-202724.jpg?mtime=20201111152724&focal=none&tmtime=20210419190949,"https://assets.centralparknyc.org/media/images/_424x318_crop_center-center_none/white-wood-aster_l_2020-11-11-202724.jpg?mtime=20201111152724&focal=none&tmtime=20210419190949, https://assets.centralparknyc.org/media/images/_848x636_crop_center-center_none/white-wood-aster_l_2020-11-11-202724.jpg?mtime=20201111152724&focal=none&tmtime=20210419190949 2x",Reservoir,"40.785982505222414, -73.9639721037937",,,,,,,,,,507.0,Accepted Name,white wood aster,Y,,6.0,N,Y,,,,,S5,G5,Vascular,Dry-mesic to mesic deciduous to mixed coniferous-deciduous forests and woodlands. It does very well on the edges of these habitats. Also on trail and woods road margins. This species is sometimes the dominant herbaceous species in forested habitats although it is not an aggressive plant.,Forb/herb,Perennial,,,white wood aster,Highly likely,,High,High,,,,,,,,,
26,4532,ageratina altissima,White Snakeroot,https://www.centralparknyc.org/plants/white-snakeroot,"August-September, Perennial",https://assets.centralparknyc.org/media/images/_424x318_crop_center-center_none/white-snakeroot-l_2020-11-11-202725.jpg?mtime=20201111152725&focal=none&tmtime=20210419190948,"https://assets.centralparknyc.org/media/images/_424x318_crop_center-center_none/white-snakeroot-l_2020-11-11-202725.jpg?mtime=20201111152725&focal=none&tmtime=20210419190948, https://assets.centralparknyc.org/media/images/_848x636_crop_center-center_none/white-snakeroot-l_2020-11-11-202725.jpg?mtime=20201111152725&focal=none&tmtime=20210419190948 2x",The Ramble,"40.7780685848907, -73.9697120355825",white snakeroot,"Mockingbirds & Thrashers, Orioles, Sparrows, Vireos, Waxwings, Wood Warblers",,,,,,,,516.0,Accepted Name,common white snakeroot,Y,,4.0,N,Y,,,FACU,FACU,S5,G5T5,Vascular,"A variety of mesic to slightly wetter forest types, shaded stream banks, shaded shale talus of ravines.  In the warmer parts of the state it is quite weedy and does particularly well in successional forests, floodplain forests, and disturbed forests.  In cooler parts of the state this species become more particular and prefers richer areas sometimes near but not in seeps.",Herbaceous,Perennial,,,,,,,,,,,,,,,,
27,4532,ageratina altissima,White Snakeroot,https://www.centralparknyc.org/plants/white-snakeroot,"August-September, Perennial",https://assets.centralparknyc.org/media/images/_424x318_crop_center-center_none/white-snakeroot-l_2020-11-11-202725.jpg?mtime=20201111152725&focal=none&tmtime=20210419190948,"https://assets.centralparknyc.org/media/images/_424x318_crop_center-center_none/white-snakeroot-l_2020-11-11-202725.jpg?mtime=20201111152725&focal=none&tmtime=20210419190948, https://assets.centralparknyc.org/media/images/_848x636_crop_center-center_none/white-snakeroot-l_2020-11-11-202725.jpg?mtime=20201111152725&focal=none&tmtime=20210419190948 2x",North Woods,"40.7979450387412, -73.9561252067475",white snakeroot,"Mockingbirds & Thrashers, Orioles, Sparrows, Vireos, Waxwings, Wood Warblers",,,,,,,,516.0,Accepted Name,common white snakeroot,Y,,4.0,N,Y,,,FACU,FACU,S5,G5T5,Vascular,"A variety of mesic to slightly wetter forest types, shaded stream banks, shaded shale talus of ravines.  In the warmer parts of the state it is quite weedy and does particularly well in successional forests, floodplain forests, and disturbed forests.  In cooler parts of the state this species become more particular and prefers richer areas sometimes near but not in seeps.",Herbaceous,Perennial,,,,,,,,,,,,,,,,
